Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,10.7459763209932,10.0034930477245,8.91390155930931,7.54586375191899,6.31842824289018,5.5160531335765,5.12890759364809,5.20808628715857,5.73453951511823,6.44235133679375,7.10683950166489,7.68521071989638,8.10226494745845,8.41835332973947,8.74571973020449,9.12000068253101,9.60899573478093,10.194929347711,10.8066714699284,11.2916268447379,11.5682249720724,11.6906004524866,11.6209544366293,11.3435090823615,10.9120845733924,10.4006194092123,9.86520518920526,9.34688092013711,8.871180750753,8.56572210501042,8.30663057500449,7.99966459764454,7.47042694364254,6.79061671524056,6.32554293151759,6.09774771495171,6.09170385853083,6.13664633568432,6.51629652912765,7.19676385685775,7.78693990443246,8.2029928905213,8.50218043021859,8.78849490931986,9.06817007548938,9.32701913334101,9.53585903566926,9.68494902551307,9.71551549740338,9.64040414471232,9.57056790179542,9.50611787996905,9.34479842797665,9.01094811747946,8.51225932666089,7.86826898906415,7.15102411883499,6.50337034774509,6.02412519696739,5.70860757233975,5.5103790229067,5.41307881681585,5.43855900908603,5.63272328614339,5.70268812091413
American Samoa,ASM,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.88366658010906,7.86068142756041,7.87540405524537,7.86229135053111,7.83594072578795,7.85079928952043,7.9428596015662,8.07144943867117,8.21995464852608,8.39097626159409,8.62062353798367,8.86571546888529,9.04243501444124,9.1585241359195,9.27894283251939,9.3695981938124,9.41587653124784,9.53578468021478,9.77418492784607,10.1077104952056,10.4727132974635,10.7398936827791,10.8711817019125,10.915129996564,10.9048787887145,10.8757475083056,10.8240420351147,10.7500556421099,10.673031026253,10.5819983865391,10.3679228433649,9.99565783760313,9.61318718523848,9.27211137274342,8.9516080188965,8.66353257219611,8.42909653704779,8.21416379016045,8.01570758579617,7.86317598449669,7.75093003936866,7.68332345066753,7.63461503956363,7.58720982423383,7.51798561151079,7.41876149601471,7.29783037475345,7.19593060223453,7.12539676748513,7.13448364289116,7.42533262177729,7.97711831460466,8.5245290057825,8.91758107319644,9.07310953123218,8.92284039588738,8.49748186750151,7.92332519877194,7.33923021754722,6.87644982349975,6.76453246040298,6.92155976496692,7.12822014051522,7.39386466549034,7.75806242714674
Antigua and Barbuda,ATG,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.92878660079528,8.96549386482272,8.95010621038018,8.91038444396758,8.69289649456389,8.33998531243016,8.06922304506088,7.90983101023807,7.87185701302636,7.95185741702248,8.12408115260218,8.30341310432756,8.44276847680953,8.58425973643525,8.78940600937024,9.10263060392738,9.51385181230349,9.99141351335347,10.4944649446494,10.9719158947214,11.3915705893556,11.7193208054476,11.9129204881819,11.9674777827877,11.8228110363745,11.5015315739868,11.124658023076,10.7518808283153,10.4014681570685,10.0635674350923,9.70908303963396,9.41379682608226,9.23631516767138,9.05982652970605,8.85069600034691,8.67124582163862,8.5312684812059,8.41441320539489,8.3518156406252,8.287882685876,8.14533335016601,7.94833581718828,7.81635130660846,7.78145896287666,7.7809417390573,7.82728612867944,7.92423565906047,8.00561471891603,8.03473366282262,8.0401046600803,8.06510871864528,8.03241148493923,7.92593884178636,7.86497434512557,7.84181299714843,7.79287143891326,7.77379176058499,7.78550901607419,7.70544357373339,7.52406679251974,7.36428074763639,7.21461092928897,7.01150606122868,6.84557583192762,6.72690456566643
Australia,AUS,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.3840551050862,6.45786727615326,6.54233925232914,6.65185126041847,6.8357712983987,7.06325735206437,7.34553036894695,7.72593760538651,8.07109867934519,8.28452138102088,8.44318703959268,8.50195655328548,8.41331555122619,8.3381271969501,8.33309546613408,8.32258244818615,8.30273972407238,8.30157039626821,8.33825444548588,8.4118658283662,8.50093007779869,8.58380507770717,8.62989732605516,8.60781721525863,8.51958838351125,8.37875548068538,8.20283236637015,8.03368977733865,7.9071785068418,7.84428802976962,7.86495027012859,7.94873562782509,8.01408230768139,7.99705037080274,7.89902654788977,7.72296954334265,7.47007956356286,7.19024078108995,6.93548552484347,6.73386254565274,6.60948208278118,6.57297627325333,6.61036820396242,6.68247505785128,6.76185915176491,6.84365855918233,6.90560717843612,6.93815416112739,6.98171802808474,7.036115307497,7.05205516191995,7.02672699094658,6.98406418350908,6.93590808285997,6.88709283628641,6.84106044752634,6.80602730589824,6.7771862607647,6.72702448667812,6.61078644126368,6.38907583686924,6.16610926542712,6.01513744200699,5.89201167498539,5.82213688528698
Austria,AUT,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.22202088080495,6.83200845805663,7.24338504579093,7.47910495755633,7.39476006712064,6.86617013848481,6.3152255046352,6.15144700482512,6.18262289241931,6.16836284424584,6.30496090374694,6.51323591926905,6.52756255012966,6.45753478691137,6.40949424471849,6.39849867349388,6.50054363870076,6.69359672140755,6.89924355897044,7.13016884166096,7.37845652444734,7.59547524838386,7.77847700905813,7.96495100321777,8.13195493497722,8.23101683847599,8.24652264095212,8.1850562501126,8.09671995432918,8.01424317824181,7.90062301393467,7.74912788186853,7.55691677648172,7.27476647094673,6.93051437411371,6.61740960094827,6.32554446389389,6.0371628353213,5.81772331019629,5.67065741214899,5.59948540925456,5.64562631682987,5.79102445011412,5.95087899895314,6.08330480043642,6.14766773954652,6.1117818684558,6.04837976142147,6.01762399705682,6.00794404727062,6.0112488549661,6.03706116101056,6.0854357241375,6.12967759694378,6.13494391116692,6.1119480389227,6.05074200442605,5.94140879583516,5.79828051137544,5.6402624996191,5.48813307608491,5.32513234456491,5.14780745657099,4.98503794112407,4.91158102366863
Azerbaijan,AZE,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,10.548385759242,9.75118055428606,8.71521364049278,7.58013312270922,6.36770010025067,5.26715403307242,4.57349461063255,4.37710046074845,4.62189042626335,5.24207098236112,6.05551293752279,6.81420206240598,7.39962792244275,7.820915484968,8.18169010594332,8.53410786220214,8.91452921161234,9.36625364147369,10.0421802044652,10.6982166478326,11.1559897008386,11.4793237487588,11.6643578225493,11.7005509475264,11.6124058297441,11.4296627729613,11.1550859541269,10.7902820587444,10.3550882545956,9.85154817042581,9.34232442813817,8.90543416729126,8.58617794371338,8.36213143814571,8.25116819577591,8.22294306340679,8.21790682628361,8.26092650102033,8.33773019904867,8.44716588140959,8.55858529309104,8.66738248080115,8.78287461355413,8.93236732742452,9.10096352137399,9.28543768070002,9.49293076704569,9.70295387882442,9.8676267916873,9.98510854416277,10.0523353869027,10.0213862186499,9.89231017043835,9.69413349695599,9.41758251482526,9.02147775821872,8.62274813433093,8.25320449368692,7.85158849697012,7.38580983137571,6.87606977031672,6.4370894686501,6.09844528271719,5.89464922665866,5.84507582140488
Burundi,BDI,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.09866737349782,8.15010920145729,8.19455015171819,8.18723676305913,8.27448345297294,8.35452145089872,8.37921787756803,8.38984768937166,8.36889597674466,8.26999193477333,8.31000687696102,8.55358182656896,8.61429244501484,8.70132642977664,9.02023829499826,9.15407380241019,9.0864544160928,9.05859010202007,9.05586481886909,8.9877211473996,9.08658568475484,9.12200355689735,8.96538311532871,8.83940153285318,8.68171065940812,8.52856461723648,8.38977675990111,8.32700079817143,8.30419923648912,8.29767703616917,8.30683156862483,8.32470080273469,8.43178060111753,7.84979573547627,7.79876120462171,8.40938135842304,8.2792410071102,8.19430810543968,8.43878988546733,8.7990015970033,9.09191414970503,9.45628742301519,9.84636066666686,10.1735933348537,10.4438693386505,10.6007248263228,10.6011219610625,10.4961623650011,10.3998833801347,10.3573871594337,10.2354768708615,9.98596189459078,9.7413406385951,9.52059600781733,9.11886661043995,8.60334819293931,8.23032545381612,7.94147534109313,7.72220955027612,7.74953545988216,7.82563999630043,7.81761056302216,7.93287823852357,8.16397475859917,8.42242649513551
Belgium,BEL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.19943456508908,5.98897595000645,5.7652897113106,5.64089191347757,5.61416906488929,5.69586573116981,6.00548053372751,6.43362530291312,6.75091805176772,6.95151211941761,7.10235148058161,7.14308932732485,7.09905917506208,7.08256843046815,7.10703070393857,7.18393067978986,7.28228230485363,7.38169443747456,7.48493391532079,7.59139450437727,7.66456371791557,7.71391979850052,7.74565180530339,7.7635961319375,7.77963659418866,7.77064190964851,7.71409098839207,7.60472281754522,7.44522614808876,7.24706052735428,7.07136870792745,6.94745904503909,6.8498096152434,6.74346326633054,6.6019153731371,6.41888155018199,6.22244788911777,6.06614708233413,5.97585072655205,5.9446437995884,5.97255761379019,6.0215541213366,6.04063681495521,6.02759310590347,5.99465303845374,5.9396303450936,5.88646687302661,5.86621306746308,5.88896519233043,5.94057061678703,6.01470822075278,6.08848085765482,6.13112256139485,6.13044355650287,6.0636586139194,5.96368294120219,5.85746722273521,5.75829419385431,5.68543908201276,5.64985757728816,5.63924600878142,5.63334140336759,5.57519784181191,5.48353800423499,5.47988348168137
Benin,BEN,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.05146786899746,8.13721413566904,8.2298490255545,8.32761441842049,8.41561497801803,8.4789282569279,8.50718661543858,8.44349175499509,8.31012700216905,8.15132306815398,7.97985670892141,7.83309198624306,7.75777546815017,7.73847208296158,7.74306241642504,7.77364028712377,7.8130159115514,7.86666534752057,7.93134861405998,8.00366954007211,8.07939525631338,8.16554753278839,8.25897953138665,8.34749277686265,8.42734964065452,8.4945968646401,8.53777711886173,8.55636344466253,8.5624811163567,8.56467537796964,8.56690943117977,8.57073922963201,8.57912540209767,8.73502768993294,8.78112972884167,8.63476683976295,8.563033835026,8.53751776110718,8.53504585918885,8.55726891346964,8.6133099712709,8.69806810997948,8.79490665616344,8.88743960403056,8.96343091498123,9.03372316218161,9.05876695635376,9.04265221546422,9.03877840765238,9.03045119296052,9.01275060939815,8.99185165243023,8.96284131056967,8.92829851792211,8.94105325182134,8.97157713109943,8.96937242224718,8.96449436417094,8.96307939474799,8.92992972727093,8.88760313830784,8.87584706506295,8.87483940249532,8.88459899190342,8.90296594014085
Burkina Faso,BFA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.9124368925381,8.90822012065552,8.90227702286651,8.90466647071595,8.92398259513841,8.95711333775196,8.98303336826394,8.96331760594211,8.81943962325547,8.5799136664035,8.35202890913197,8.15722746143103,8.01538471764036,7.99188723673455,8.05762463938357,8.12254362597173,8.17632593525011,8.22737576040635,8.27140204329271,8.30890670781766,8.34195341029851,8.36783582108033,8.38770242104219,8.4027277202797,8.41177551683047,8.41324303358949,8.40458314660453,8.38931002665084,8.37597891596959,8.36036265305159,8.33837212973868,8.30832776694508,8.27942088459801,8.26780753492265,8.28215137360579,8.32480926178088,8.38741076773964,8.47522207237006,8.60198905250982,8.75285479215889,8.89959653127873,9.03466835167761,9.14922491694399,9.22899466677547,9.28202282293591,9.32042068399739,9.33534731943997,9.31858985887135,9.27285942262793,9.20400038789649,9.12051813484219,9.03689005093871,8.96272373156572,8.89423859525751,8.83928360706124,8.80537500676275,8.79225147274174,8.79978238095996,8.82509161429077,8.8644954830023,8.92251276746024,8.99242705376006,9.05883371890661,9.13515495462171,9.22338718445649
Bangladesh,BGD,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.61448782923374,8.58624293541214,8.55202510180553,8.51803686995063,8.49025530462161,8.47010030437219,8.44176050961883,8.3903116935853,8.27842829643188,8.09601435659899,7.95812061961607,7.95416394441093,7.95759094311232,7.97298320997111,8.06946607488942,8.19415226814337,8.33019323305035,8.4560583800314,8.5674289772682,8.65759480708765,8.72694423242788,8.76174346065759,8.76087367019061,8.74282719010022,8.71006718017384,8.66294661046475,8.61944668050773,8.59935426585894,8.60541788066545,8.630771473783,8.67637833098662,8.74684448138117,8.87781114999181,9.05824491268636,9.23855010310473,9.41473832944822,9.5769071405025,9.69434731541251,9.78540458962208,9.88575936595025,10.0145424676139,10.1053171267165,10.1328214463247,10.1393484499324,10.1145012661749,10.0650889996423,9.98218824207863,9.86842157409607,9.75125116157032,9.6544952138195,9.57749848838259,9.51267075908918,9.44760760935314,9.3716554688083,9.29148721329003,9.2092264925597,9.14401710957464,9.26113353941382,9.54384107913259,9.78955500937214,9.95375118914823,10.0322772654665,9.98768891302345,9.87273353508069,9.76257212925857
Bulgaria,BGR,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.32875472704585,7.13562583657478,7.01565960028701,6.98569525491329,6.99964350916614,7.04130570900306,7.178669751688,7.36774609098012,7.53798270628925,7.76517875063232,7.99053569510732,8.01112954457379,7.92484594719208,7.86603172146321,7.7335482490353,7.54000184100748,7.41156987640773,7.32977658259709,7.18049549202374,7.04297941764034,6.93450877929007,6.84701745500102,6.81184400881017,6.79285483728558,6.75194771992353,6.61589933175463,6.41564481753984,6.26939121904982,6.2380091910331,6.32989772053144,6.44641425416641,6.57226591921069,6.67751737432793,6.71381957717842,6.757033214095,6.84261341877161,6.94569283901198,7.07440597694966,7.14795621405438,7.09902976151439,6.99142716553193,6.88559160554025,6.7714125325756,6.65057395802,6.52839631407521,6.4253413245113,6.37433732836789,6.34642851507159,6.32734152970666,6.31794185663617,6.29653520595064,6.20665005476755,6.03658795485543,5.79231210279629,5.47453070897912,5.1216515094288,4.79015171281442,4.4898769434723,4.23876340442396,4.11349511401558,4.13233696047523,4.18396835955776,4.27417404783403,4.40289656781124,4.44308789992716
Bahrain,BHR,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.40115583769143,8.39573982691497,8.38364671381749,8.37135466334706,8.36125720490729,8.3355324965957,8.28797637534686,8.21880762138906,7.99223206699842,7.65559870581939,7.47877839308946,7.58370771178237,7.90994930443766,8.32383492614315,8.76534954676491,9.20315493053461,9.60962673586358,9.95317715295203,10.2176441892754,10.4011972808742,10.506427939416,10.634468778329,10.8337100419761,11.0194124849289,11.1444797150588,11.1989726562274,11.1778575146769,11.0696847219655,10.8461748647966,10.4889341260877,10.0022260679741,9.40776220751797,8.89758833426809,8.60013267229942,8.47477782614697,8.52261098764794,8.73182380110577,9.02414522451959,9.28376126268337,9.41606221100047,9.35124079280831,9.26887657586347,9.39955640312734,9.71251791812717,10.1270243965172,10.5577137470906,10.8904096209818,11.0122651723857,10.8486712592665,10.3980550721214,9.70630388095332,9.11537256583178,8.87318604200095,8.75704686596768,8.45767817993671,8.13155093409542,8.04453817804638,8.01219779417135,7.85020821891704,7.53313018212742,7.9689389656579,8.40461007634979,7.47028323848607,6.63674742007395,6.62430186600745
"Bahamas, The",BHS,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.72063233404171,8.74228562692608,8.74000954771548,8.71041890756922,8.82371625198517,9.05573331349059,9.22723299556476,9.35183637072953,9.45116356166492,9.3904083969033,9.12422713071595,8.80321813007139,8.51131901191502,8.28057557580244,8.13155005980891,8.07780265280085,8.11335330582405,8.21283659166359,8.35350652166058,8.53634777680366,8.76597149235193,9.02699614584399,9.30418610885391,9.59677419354839,9.89035858763433,10.1581595403612,10.364599563727,10.4948472537814,10.5530035269328,10.5290704960451,10.4193124708283,10.2541328113065,10.0395491053539,9.77552003443552,9.49267343996245,9.20318764474694,8.91332512793937,8.63425143898879,8.37842418459839,8.15186959978469,7.96745438521053,7.81357671394052,7.69093600099859,7.61841912303857,7.58141230384669,7.56260777215681,7.58204620982107,7.64422930472516,7.72071558517007,7.81490629476632,7.93659201970574,8.05352111203467,8.20050443968948,8.35681735652583,8.42268090826926,8.41841470206051,8.37438301090678,8.22905452785652,8.0096307792644,7.80584805012197,7.58156481128618,7.34810817879969,7.14197847999595,6.95768515143959,6.85381952061654
